activerecord.models.decidim/surveys/survey_answer.one,Answer,Atsakymas,,
activerecord.models.decidim/surveys/survey_answer.few,Answers,Atsakymai,,
activerecord.models.decidim/surveys/survey_answer.other,Answers,Atsakymai,,
decidim.system.organizations.smtp_settings.placeholder.from_email,your-organization@your-provider.org,jūsų-organizacija@jūsų-teikėjas.org,,
decidim.system.organizations.smtp_settings.placeholder.from_label,your-organization-name,jūsų-organizacijos-pavadinimas,,
decidim.verifications.dummy_authorization.extra_explanation.postal_codes.one,Participation is restricted to participants with the postal code %{postal_codes}.,"Dalyvauti gali tik tie dalyviai, kurių pašto kodas yra %{postal_codes}.",,
decidim.verifications.dummy_authorization.extra_explanation.postal_codes.few,Participation is restricted to participants with any of the following postal codes: %{postal_codes}.,"Dalyvauti gali tik tie dalyviai, kurių pašto kodas yra vienas iš šių pašto kodų: %{postal_codes}.",,
decidim.verifications.dummy_authorization.extra_explanation.postal_codes.other,Participation is restricted to participants with any of the following postal codes: %{postal_codes}.,"Dalyvauti gali tik tie dalyviai, kurių pašto kodas yra vienas iš šių pašto kodų: %{postal_codes}.",,
decidim.verifications.id_documents.dni,DNI,nacionalinis asmens tapatybės dokumentas,,
decidim.verifications.id_documents.nie,NIE,užsieniečio kodas,,
